"REF_DATE","GEO","VALUE"
"1986-02","Vancouver, British Columbia",63.9
"1986-03","Vancouver, British Columbia",63.9
"1986-04","Vancouver, British Columbia",64.4
"1986-05","Vancouver, British Columbia",64.6
"1986-06","Vancouver, British Columbia",64.5
"1986-07","Vancouver, British Columbia",64.5
"1986-08","Vancouver, British Columbia",64.5
"1986-09","Vancouver, British Columbia",65.1
"1986-10","Vancouver, British Columbia",65.2
"1986-11","Vancouver, British Columbia",65.2
"1986-12","Vancouver, British Columbia",65.2
"1987-01","Vancouver, British Columbia",65.2
"1987-02","Vancouver, British Columbia",66.1
"1987-03","Vancouver, British Columbia",66.9
"1987-04","Vancouver, British Columbia",67.2
"1987-05","Vancouver, British Columbia",67.2
"1987-06","Vancouver, British Columbia",67.2
"1987-07","Vancouver, British Columbia",67.3
"1987-08","Vancouver, British Columbia",67.6
"1987-09","Vancouver, British Columbia",68.6
"1987-10","Vancouver, British Columbia",68.6
"1987-11","Vancouver, British Columbia",68.7
"1987-12","Vancouver, British Columbia",68.7
"1988-01","Vancouver, British Columbia",68.7
"1988-02","Vancouver, British Columbia",69.4
"1988-03","Vancouver, British Columbia",69.4
"1988-04","Vancouver, British Columbia",69.9
"1988-05","Vancouver, British Columbia",69.7
"1988-06","Vancouver, British Columbia",70.8
"1988-07","Vancouver, British Columbia",70.8
"1988-08","Vancouver, British Columbia",71.3
"1988-09","Vancouver, British Columbia",72
"1988-10","Vancouver, British Columbia",72.4
"1988-11","Vancouver, British Columbia",73.3
"1988-12","Vancouver, British Columbia",73.6
"1989-01","Vancouver, British Columbia",74.6
"1989-02","Vancouver, British Columbia",78.6
"1989-03","Vancouver, British Columbia",79.3
"1989-04","Vancouver, British Columbia",81.2
"1989-05","Vancouver, British Columbia",80.8
"1989-06","Vancouver, British Columbia",81.6
"1989-07","Vancouver, British Columbia",83.4
"1989-08","Vancouver, British Columbia",82.1
"1989-09","Vancouver, British Columbia",83.8
"1989-10","Vancouver, British Columbia",84.1
"1989-11","Vancouver, British Columbia",86.3
"1989-12","Vancouver, British Columbia",88.4
"1990-01","Vancouver, British Columbia",91.2
"1990-02","Vancouver, British Columbia",91.3
"1990-03","Vancouver, British Columbia",91.3
"1990-04","Vancouver, British Columbia",90.9
"1990-05","Vancouver, British Columbia",89.7
"1990-06","Vancouver, British Columbia",88.2
"1990-07","Vancouver, British Columbia",88.2
"1990-08","Vancouver, British Columbia",85.3
"1990-09","Vancouver, British Columbia",82.7
"1990-10","Vancouver, British Columbia",81.5
"1990-11","Vancouver, British Columbia",80.3
"1990-12","Vancouver, British Columbia",79.9
"1991-01","Vancouver, British Columbia",79.5
"1991-02","Vancouver, British Columbia",77.3
"1991-03","Vancouver, British Columbia",78.9
"1991-04","Vancouver, British Columbia",79.1
"1991-05","Vancouver, British Columbia",80
"1991-06","Vancouver, British Columbia",80.1
"1991-07","Vancouver, British Columbia",81.4
"1991-08","Vancouver, British Columbia",81.4
"1991-09","Vancouver, British Columbia",81.4
"1991-10","Vancouver, British Columbia",82.1
"1991-11","Vancouver, British Columbia",82.4
"1991-12","Vancouver, British Columbia",82.4
"1992-01","Vancouver, British Columbia",82.7
"1992-02","Vancouver, British Columbia",84.4
"1992-03","Vancouver, British Columbia",84.8
"1992-04","Vancouver, British Columbia",85.9
"1992-05","Vancouver, British Columbia",86.6
"1992-06","Vancouver, British Columbia",87.3
"1992-07","Vancouver, British Columbia",88.8
"1992-08","Vancouver, British Columbia",89.2
"1992-09","Vancouver, British Columbia",89.5
"1992-10","Vancouver, British Columbia",90.3
"1992-11","Vancouver, British Columbia",90.9
"1992-12","Vancouver, British Columbia",90.5
"1993-01","Vancouver, British Columbia",90.3
"1993-02","Vancouver, British Columbia",91.8
"1993-03","Vancouver, British Columbia",92.5
"1993-04","Vancouver, British Columbia",94.5
"1993-05","Vancouver, British Columbia",93.7
"1993-06","Vancouver, British Columbia",94.2
"1993-07","Vancouver, British Columbia",95.8
"1993-08","Vancouver, British Columbia",96
"1993-09","Vancouver, British Columbia",95.9
"1993-10","Vancouver, British Columbia",96
"1993-11","Vancouver, British Columbia",95.7
"1993-12","Vancouver, British Columbia",95.2
"1994-01","Vancouver, British Columbia",95
"1994-02","Vancouver, British Columbia",94.9
"1994-03","Vancouver, British Columbia",94.5
"1994-04","Vancouver, British Columbia",94.5
"1994-05","Vancouver, British Columbia",94.1
"1994-06","Vancouver, British Columbia",94
"1994-07","Vancouver, British Columbia",93.6
"1994-08","Vancouver, British Columbia",93.6
"1994-09","Vancouver, British Columbia",93.3
"1994-10","Vancouver, British Columbia",92.9
"1994-11","Vancouver, British Columbia",92.5
"1994-12","Vancouver, British Columbia",92.1
"1995-01","Vancouver, British Columbia",91.8
"1995-02","Vancouver, British Columbia",91.2
"1995-03","Vancouver, British Columbia",90.3
"1995-04","Vancouver, British Columbia",89.9
"1995-05","Vancouver, British Columbia",89.8
"1995-06","Vancouver, British Columbia",89.2
"1995-07","Vancouver, British Columbia",88.6
"1995-08","Vancouver, British Columbia",88.5
"1995-09","Vancouver, British Columbia",88.2
"1995-10","Vancouver, British Columbia",86.9
"1995-11","Vancouver, British Columbia",86.4
"1995-12","Vancouver, British Columbia",86.2
"1996-01","Vancouver, British Columbia",85.8
"1996-02","Vancouver, British Columbia",85.5
"1996-03","Vancouver, British Columbia",84.7
"1996-04","Vancouver, British Columbia",83.6
"1996-05","Vancouver, British Columbia",83.5
"1996-06","Vancouver, British Columbia",83.3
"1996-07","Vancouver, British Columbia",83.2
"1996-08","Vancouver, British Columbia",82.9
"1996-09","Vancouver, British Columbia",82.8
"1996-10","Vancouver, British Columbia",82.3
"1996-11","Vancouver, British Columbia",82.4
"1996-12","Vancouver, British Columbia",82
"1997-01","Vancouver, British Columbia",81.9
"1997-02","Vancouver, British Columbia",82
"1997-03","Vancouver, British Columbia",81.7
"1997-04","Vancouver, British Columbia",81.9
"1997-05","Vancouver, British Columbia",81.9
"1997-06","Vancouver, British Columbia",81.4
"1997-07","Vancouver, British Columbia",80.9
"1997-08","Vancouver, British Columbia",80.5
"1997-09","Vancouver, British Columbia",80.2
"1997-10","Vancouver, British Columbia",79.4
"1997-11","Vancouver, British Columbia",79.1
"1997-12","Vancouver, British Columbia",79.2
"1998-01","Vancouver, British Columbia",78.5
"1998-02","Vancouver, British Columbia",78.4
"1998-03","Vancouver, British Columbia",78.1
"1998-04","Vancouver, British Columbia",77.2
"1998-05","Vancouver, British Columbia",77.2
"1998-06","Vancouver, British Columbia",76.9
"1998-07","Vancouver, British Columbia",76.8
"1998-08","Vancouver, British Columbia",76.5
"1998-09","Vancouver, British Columbia",75.8
"1998-10","Vancouver, British Columbia",75.4
"1998-11","Vancouver, British Columbia",75.2
"1998-12","Vancouver, British Columbia",75
"1999-01","Vancouver, British Columbia",74.3
"1999-02","Vancouver, British Columbia",74.1
"1999-03","Vancouver, British Columbia",74
"1999-04","Vancouver, British Columbia",74
"1999-05","Vancouver, British Columbia",73.7
"1999-06","Vancouver, British Columbia",73.6
"1999-07","Vancouver, British Columbia",73.7
"1999-08","Vancouver, British Columbia",73.6
"1999-09","Vancouver, British Columbia",73.3
"1999-10","Vancouver, British Columbia",73.2
"1999-11","Vancouver, British Columbia",73.2
"1999-12","Vancouver, British Columbia",73.4
"2000-01","Vancouver, British Columbia",73.2
"2000-02","Vancouver, British Columbia",73.4
"2000-03","Vancouver, British Columbia",73
"2000-04","Vancouver, British Columbia",73.1
"2000-05","Vancouver, British Columbia",73
"2000-06","Vancouver, British Columbia",72.9
"2000-07","Vancouver, British Columbia",72.9
"2000-08","Vancouver, British Columbia",72.9
"2000-09","Vancouver, British Columbia",72.9
"2000-10","Vancouver, British Columbia",72.9
"2000-11","Vancouver, British Columbia",72.9
"2000-12","Vancouver, British Columbia",72.6
"2001-01","Vancouver, British Columbia",72.7
"2001-02","Vancouver, British Columbia",72.8
"2001-03","Vancouver, British Columbia",72.9
"2001-04","Vancouver, British Columbia",72.9
"2001-05","Vancouver, British Columbia",73.1
"2001-06","Vancouver, British Columbia",73.2
"2001-07","Vancouver, British Columbia",73.6
"2001-08","Vancouver, British Columbia",73.7
"2001-09","Vancouver, British Columbia",74
"2001-10","Vancouver, British Columbia",74.3
"2001-11","Vancouver, British Columbia",74.5
"2001-12","Vancouver, British Columbia",74.4
"2002-01","Vancouver, British Columbia",74.6
"2002-02","Vancouver, British Columbia",74.8
"2002-03","Vancouver, British Columbia",75
"2002-04","Vancouver, British Columbia",75.3
"2002-05","Vancouver, British Columbia",75.3
"2002-06","Vancouver, British Columbia",75.3
"2002-07","Vancouver, British Columbia",75.3
"2002-08","Vancouver, British Columbia",75.3
"2002-09","Vancouver, British Columbia",75.5
"2002-10","Vancouver, British Columbia",75.8
"2002-11","Vancouver, British Columbia",75.9
"2002-12","Vancouver, British Columbia",75.9
"2003-01","Vancouver, British Columbia",76.2
"2003-02","Vancouver, British Columbia",76.8
"2003-03","Vancouver, British Columbia",77.1
"2003-04","Vancouver, British Columbia",77.3
"2003-05","Vancouver, British Columbia",78
"2003-06","Vancouver, British Columbia",78
"2003-07","Vancouver, British Columbia",78.1
"2003-08","Vancouver, British Columbia",78
"2003-09","Vancouver, British Columbia",78.1
"2003-10","Vancouver, British Columbia",78.5
"2003-11","Vancouver, British Columbia",78.8
"2003-12","Vancouver, British Columbia",78.9
"2004-01","Vancouver, British Columbia",80.1
"2004-02","Vancouver, British Columbia",80.2
"2004-03","Vancouver, British Columbia",80.6
"2004-04","Vancouver, British Columbia",80.9
"2004-05","Vancouver, British Columbia",81.6
"2004-06","Vancouver, British Columbia",81.7
"2004-07","Vancouver, British Columbia",81.8
"2004-08","Vancouver, British Columbia",82.3
"2004-09","Vancouver, British Columbia",82.4
"2004-10","Vancouver, British Columbia",82.4
"2004-11","Vancouver, British Columbia",82.8
"2004-12","Vancouver, British Columbia",83
"2005-01","Vancouver, British Columbia",83
"2005-02","Vancouver, British Columbia",83.1
"2005-03","Vancouver, British Columbia",83.1
"2005-04","Vancouver, British Columbia",84.4
"2005-05","Vancouver, British Columbia",85.6
"2005-06","Vancouver, British Columbia",85.6
"2005-07","Vancouver, British Columbia",86
"2005-08","Vancouver, British Columbia",86
"2005-09","Vancouver, British Columbia",86.3
"2005-10","Vancouver, British Columbia",86.3
"2005-11","Vancouver, British Columbia",86.5
"2005-12","Vancouver, British Columbia",86.8
"2006-01","Vancouver, British Columbia",87.8
"2006-02","Vancouver, British Columbia",88.5
"2006-03","Vancouver, British Columbia",88.8
"2006-04","Vancouver, British Columbia",89.6
"2006-05","Vancouver, British Columbia",89.9
"2006-06","Vancouver, British Columbia",90.1
"2006-07","Vancouver, British Columbia",90.5
"2006-08","Vancouver, British Columbia",92.8
"2006-09","Vancouver, British Columbia",93.3
"2006-10","Vancouver, British Columbia",93.8
"2006-11","Vancouver, British Columbia",93.9
"2006-12","Vancouver, British Columbia",93.9
"2007-01","Vancouver, British Columbia",93.9
"2007-02","Vancouver, British Columbia",93.9
"2007-03","Vancouver, British Columbia",94.9
"2007-04","Vancouver, British Columbia",95.6
"2007-05","Vancouver, British Columbia",97.8
"2007-06","Vancouver, British Columbia",98.7
"2007-07","Vancouver, British Columbia",98.9
"2007-08","Vancouver, British Columbia",99
"2007-09","Vancouver, British Columbia",99
"2007-10","Vancouver, British Columbia",99.6
"2007-11","Vancouver, British Columbia",99.8
"2007-12","Vancouver, British Columbia",99.8
"2008-01","Vancouver, British Columbia",99.9
"2008-02","Vancouver, British Columbia",100
"2008-03","Vancouver, British Columbia",100.7
"2008-04","Vancouver, British Columbia",100.8
"2008-05","Vancouver, British Columbia",100.5
"2008-06","Vancouver, British Columbia",100.4
"2008-07","Vancouver, British Columbia",100.5
"2008-08","Vancouver, British Columbia",100.4
"2008-09","Vancouver, British Columbia",100.3
"2008-10","Vancouver, British Columbia",99.2
"2008-11","Vancouver, British Columbia",97.5
"2008-12","Vancouver, British Columbia",97.5
"2009-01","Vancouver, British Columbia",96.7
"2009-02","Vancouver, British Columbia",94
"2009-03","Vancouver, British Columbia",92.9
"2009-04","Vancouver, British Columbia",91.7
"2009-05","Vancouver, British Columbia",92.1
"2009-06","Vancouver, British Columbia",91.3
"2009-07","Vancouver, British Columbia",92.4
"2009-08","Vancouver, British Columbia",92.5
"2009-09","Vancouver, British Columbia",93.8
"2009-10","Vancouver, British Columbia",94.5
"2009-11","Vancouver, British Columbia",94.8
"2009-12","Vancouver, British Columbia",95.4
"2010-01","Vancouver, British Columbia",95.8
"2010-02","Vancouver, British Columbia",96.3
"2010-03","Vancouver, British Columbia",96.9
"2010-04","Vancouver, British Columbia",97.2
"2010-05","Vancouver, British Columbia",97.5
"2010-06","Vancouver, British Columbia",97.4
"2010-07","Vancouver, British Columbia",96.5
"2010-08","Vancouver, British Columbia",96.6
"2010-09","Vancouver, British Columbia",96.2
"2010-10","Vancouver, British Columbia",96.3
"2010-11","Vancouver, British Columbia",96.1
"2010-12","Vancouver, British Columbia",96
"2011-01","Vancouver, British Columbia",96
"2011-02","Vancouver, British Columbia",96.1
"2011-03","Vancouver, British Columbia",96.3
"2011-04","Vancouver, British Columbia",96.5
"2011-05","Vancouver, British Columbia",96.7
"2011-06","Vancouver, British Columbia",96.6
"2011-07","Vancouver, British Columbia",96.6
"2011-08","Vancouver, British Columbia",96.3
"2011-09","Vancouver, British Columbia",96.3
"2011-10","Vancouver, British Columbia",96.2
"2011-11","Vancouver, British Columbia",95.9
"2011-12","Vancouver, British Columbia",95.7
"2012-01","Vancouver, British Columbia",96
"2012-02","Vancouver, British Columbia",95.8
"2012-03","Vancouver, British Columbia",95.7
"2012-04","Vancouver, British Columbia",95.7
"2012-05","Vancouver, British Columbia",95.8
"2012-06","Vancouver, British Columbia",95.8
"2012-07","Vancouver, British Columbia",95.9
"2012-08","Vancouver, British Columbia",95.9
"2012-09","Vancouver, British Columbia",95.8
"2012-10","Vancouver, British Columbia",95.9
"2012-11","Vancouver, British Columbia",95.5
"2012-12","Vancouver, British Columbia",95.2
"2013-01","Vancouver, British Columbia",95.2
"2013-02","Vancouver, British Columbia",95.2
"2013-03","Vancouver, British Columbia",95.1
"2013-04","Vancouver, British Columbia",95.1
"2013-05","Vancouver, British Columbia",94.9
"2013-06","Vancouver, British Columbia",94.7
"2013-07","Vancouver, British Columbia",95
"2013-08","Vancouver, British Columbia",94.6
"2013-09","Vancouver, British Columbia",94.6
"2013-10","Vancouver, British Columbia",94.4
"2013-11","Vancouver, British Columbia",94.3
"2013-12","Vancouver, British Columbia",94.1
"2014-01","Vancouver, British Columbia",94.1
"2014-02","Vancouver, British Columbia",94.1
"2014-03","Vancouver, British Columbia",94
"2014-04","Vancouver, British Columbia",93.6
"2014-05","Vancouver, British Columbia",93.5
"2014-06","Vancouver, British Columbia",93.3
"2014-07","Vancouver, British Columbia",93.2
"2014-08","Vancouver, British Columbia",93.5
"2014-09","Vancouver, British Columbia",93.5
"2014-10","Vancouver, British Columbia",93.8
"2014-11","Vancouver, British Columbia",93.7
"2014-12","Vancouver, British Columbia",93.6
"2015-01","Vancouver, British Columbia",93.5
"2015-02","Vancouver, British Columbia",93.5
"2015-03","Vancouver, British Columbia",93.5
"2015-04","Vancouver, British Columbia",94.1
"2015-05","Vancouver, British Columbia",94.1
"2015-06","Vancouver, British Columbia",94.3
"2015-07","Vancouver, British Columbia",94.7
"2015-08","Vancouver, British Columbia",94.7
"2015-09","Vancouver, British Columbia",95.1
"2015-10","Vancouver, British Columbia",95.4
"2015-11","Vancouver, British Columbia",95.8
"2015-12","Vancouver, British Columbia",96
"2016-01","Vancouver, British Columbia",96.4
"2016-02","Vancouver, British Columbia",97.2
"2016-03","Vancouver, British Columbia",97.6
"2016-04","Vancouver, British Columbia",97.8
"2016-05","Vancouver, British Columbia",98.9
"2016-06","Vancouver, British Columbia",99.3
"2016-07","Vancouver, British Columbia",99.8
"2016-08","Vancouver, British Columbia",99.8
"2016-09","Vancouver, British Columbia",100.1
"2016-10","Vancouver, British Columbia",100.3
"2016-11","Vancouver, British Columbia",100
"2016-12","Vancouver, British Columbia",100
"2017-01","Vancouver, British Columbia",99.9
"2017-02","Vancouver, British Columbia",99.8
"2017-03","Vancouver, British Columbia",100.5
"2017-04","Vancouver, British Columbia",101.7
"2017-05","Vancouver, British Columbia",103.9
"2017-06","Vancouver, British Columbia",105.5
"2017-07","Vancouver, British Columbia",107.6
"2017-08","Vancouver, British Columbia",107.6
"2017-09","Vancouver, British Columbia",108.4
"2017-10","Vancouver, British Columbia",108.7
"2017-11","Vancouver, British Columbia",108.7
"2017-12","Vancouver, British Columbia",108.9
"2018-01","Vancouver, British Columbia",108.9
"2018-02","Vancouver, British Columbia",108.9
"2018-03","Vancouver, British Columbia",108.9
"2018-04","Vancouver, British Columbia",108.9
"2018-05","Vancouver, British Columbia",108.9
"2018-06","Vancouver, British Columbia",109.1
"2018-07","Vancouver, British Columbia",108.9
"2018-08","Vancouver, British Columbia",108.7
"2018-09","Vancouver, British Columbia",109.1
"2018-10","Vancouver, British Columbia",109.1
"2018-11","Vancouver, British Columbia",108.8
"2018-12","Vancouver, British Columbia",108.7
"2019-01","Vancouver, British Columbia",108.6
"2019-02","Vancouver, British Columbia",108.3
"2019-03","Vancouver, British Columbia",108.4
"2019-04","Vancouver, British Columbia",108.2
"2019-05","Vancouver, British Columbia",107.9
"2019-06","Vancouver, British Columbia",107.8
"2019-07","Vancouver, British Columbia",107.3
"2019-08","Vancouver, British Columbia",107.3
"2019-09","Vancouver, British Columbia",106.7
"2019-10","Vancouver, British Columbia",106.4
"2019-11","Vancouver, British Columbia",105.8
"2019-12","Vancouver, British Columbia",106.2
"2020-01","Vancouver, British Columbia",106
"2020-02","Vancouver, British Columbia",106.4
"2020-03","Vancouver, British Columbia",106.9
"2020-04","Vancouver, British Columbia",106.9
"2020-05","Vancouver, British Columbia",106.9
"2020-06","Vancouver, British Columbia",107
"2020-07","Vancouver, British Columbia",107.8
"2020-08","Vancouver, British Columbia",108.9
"2020-09","Vancouver, British Columbia",111.1
"2020-10","Vancouver, British Columbia",112.5
"2020-11","Vancouver, British Columbia",112.8
"2020-12","Vancouver, British Columbia",112.8
"2021-01","Vancouver, British Columbia",113.1
"2021-02","Vancouver, British Columbia",117.6
"2021-03","Vancouver, British Columbia",118.2
"2021-04","Vancouver, British Columbia",120
"2021-05","Vancouver, British Columbia",120.9
"2021-06","Vancouver, British Columbia",120.5
"2021-07","Vancouver, British Columbia",120.9
"2021-08","Vancouver, British Columbia",121.5
"2021-09","Vancouver, British Columbia",122.6
"2021-10","Vancouver, British Columbia",123.8
"2021-11","Vancouver, British Columbia",124.7
"2021-12","Vancouver, British Columbia",124.8
"2022-01","Vancouver, British Columbia",127.1
"2022-02","Vancouver, British Columbia",128
"2022-03","Vancouver, British Columbia",128.3
"2022-04","Vancouver, British Columbia",128.6
"2022-05","Vancouver, British Columbia",128.6
"2022-06","Vancouver, British Columbia",128.7
"2022-07","Vancouver, British Columbia",129.4
"2022-08","Vancouver, British Columbia",129.4
"2022-09","Vancouver, British Columbia",129.4
"2022-10","Vancouver, British Columbia",128.4
"2022-11","Vancouver, British Columbia",128.2
"2022-12","Vancouver, British Columbia",128.2
"2023-01","Vancouver, British Columbia",127.7
"2023-02","Vancouver, British Columbia",127.6
"2023-03","Vancouver, British Columbia",127.6
"2023-04","Vancouver, British Columbia",127.6
"2023-05","Vancouver, British Columbia",127.8
"2023-06","Vancouver, British Columbia",128.5
"2023-07","Vancouver, British Columbia",128.4
"2023-08","Vancouver, British Columbia",129.1
"2023-09","Vancouver, British Columbia",128.6
"2023-10","Vancouver, British Columbia",128.6
"2023-11","Vancouver, British Columbia",128.6
"2023-12","Vancouver, British Columbia",128.7
"2024-01","Vancouver, British Columbia",128.3
"2024-02","Vancouver, British Columbia",128.5
"2024-03","Vancouver, British Columbia",128.5
"2024-04","Vancouver, British Columbia",129.2
"2024-05","Vancouver, British Columbia",129.2
"2024-06","Vancouver, British Columbia",128.4
"2024-07","Vancouver, British Columbia",128.8
"2024-08","Vancouver, British Columbia",128.9
"2024-09","Vancouver, British Columbia",128.6
"2024-10","Vancouver, British Columbia",127.8
"2024-11","Vancouver, British Columbia",127.8
"2024-12","Vancouver, British Columbia",127.8
"2025-01","Vancouver, British Columbia",128
"2025-02","Vancouver, British Columbia",127.9
"2025-03","Vancouver, British Columbia",127.8
"2025-04","Vancouver, British Columbia",127.6
"2025-05","Vancouver, British Columbia",127.1
"2025-06","Vancouver, British Columbia",126.8
"2025-07","Vancouver, British Columbia",126.8
"2025-08","Vancouver, British Columbia",125.8
"2025-09","Vancouver, British Columbia",126.1
"2025-10","Vancouver, British Columbia",125.9
"2025-11","Vancouver, British Columbia",125.7
"2025-12","Vancouver, British Columbia",125.4
